Species,BM,WM,DT,RLS,LS,LPY
Pedetes_capensis,2549.25,1300,988.5566667,6265.833333,0.98,3.6
Pedetes_surdaster,120.975,1300,988,6281.208335,3.23,3.6
Perameles_bougainville,230.8,100,58,1997,2,2
Perameles_gunnii,903.46,130.945,61.7572,2104.7528,2.31,3.8
Perameles_nasuta,720.26,128.03,54.67,1922.34,2.43,2.92
Perognathus_inornatus,10.16,4,130.7733467,2890.80556,4,2
Perognathus_longimembris,8.07,4,132.1966667,2890.8,4.45,1
Peromyscus_attwateri,27.9,10.5,21.91448,1921.69368,3.53,3.7
Peromyscus_bullatus,40,10.5,12.46,1928.54,3.49,3.4
Peromyscus_californicus,42.68,18.6,15.795,1961.875,1.94,4.37
Peromyscus_crinitus,16.32,14.09,90.76083333,2695.829167,3.08,2.05
Peromyscus_difficilis,27.95,10.5,15.98068,1928.54,3.88,3
Peromyscus_gossypinus,27.68,9.24,28.77,420.3583333,3.7,4
Peromyscus_gratus,27.35,10.5,12.46,1928.54,3,3.4
Peromyscus_keeni,28.25,8.95,37.38294,2981.708727,5.99,2
Peromyscus_leucopus,18.07,9.095,84.96,2777.05,4.27,4.5
Peromyscus_maniculatus,19.98,8.95,64.23,2954.825,4.76,2.6
Peromyscus_melanotis,39.59,8.95,37.38294,2981.708727,3.69,7.5
Peromyscus_nasutus,28,10.5,15.98068,1928.54,5,3
Peromyscus_pectoralis,38.99,10.5,12.46,1928.54,3.88,1
Peromyscus_polionotus,14.27,6.72,5.8725,1977.3875,3.59,2
Peromyscus_sejugis,21.5,8.95,37.38294,2981.708727,4.615,3.55
Peromyscus_slevini,23.9,8.95,26.20448,494.51184,3.185,3
Peromyscus_stephani,20.5,8.95,37.38294,2981.708727,4.615,3.55
Peromyscus_truei,27,10.5,3.611666667,1935.108333,3.49,3
Petauroides_volans,1257.17,436.93,501.59,4745,1,1
Petaurus_australis,567.15,285,581.93,5110,1.24,1
Petaurus_biacensis,90.98,33,157.69,6218.985,1.45,1.3
Petaurus_breviceps,120.76,33,284.37,6093.98,1.82,1.3
Petaurus_gracilis,360.63,65,334.6,4948.441665,1.75,1.28
Petrogale_assimilis,4618.88,734.99,301.06,4149.75,1,1.49
Petrogale_concinna,1398.2,272.47,317.6,5696.25,1,1
Petrogale_herberti,3499.99,734.995,275.385,1181.5,1,1.48
Petrogale_lateralis,4567.88,734.995,258.5,4716,1,1.48
Petrogale_penicillata,6931.6,734.995,275.385,4699.115,1,1.825
Petrogale_purpureicollis,6465.8,734.995,275.385,4699.115,1,1.48
Petrogale_xanthopus,8499.99,2040.565,199.25,4714.7,1.02,1.5
Phascogale_tapoatafa,192.65,44,215.71,1791.261667,6.79,1
Phascolarctos_cinereus,6528.74,1155,382.47,7336.5,1.01,1
Phenacomys_intermedius,25.2,15.28,18.07,1411,4.66,3
Phenacomys_ungava,27,12.64,20.16083333,1421.979167,4.8,2.65
Philander_andersoni,324.99,62.5,167.52,595.98,3.82,3
Philander_frenatus,45.5,78.955,136.895,1392.376667,4.675,2.5
Philander_mcilhennyi,365.5,62.5,167.52,595.98,3.82,3
Philander_opossum,425.81,78.955,163.56,1362.67,4.75,3
Phoca_largha,98879.18,23945,1249.66,11683.95417,1,1
Phoca_vitulina,87316.66,23945,1064.26,16279,1,1
Phodopus_campbelli,27.06,14.3,98,608.3333333,8.47,3.5
Phodopus_roborovskii,12.02,18.1,224.1708333,1508.666667,6.28,3.5
Phodopus_sungorus,30.43,14.3,119,1284.5,5.48,3
Physeter_catodon,14540959.82,1340000,2748.456667,24961.13333,0.99,0.25
Pipistrellus_paterculus,3.34,1.5,8.77,2060.541667,1.92,3
Pipistrellus_pipistrellus,5.3,3.89,414,5639.5,1.37,1
Pipistrellus_pygmaeus,5.86,3.89,414,5639.5,1.2,1
Pipistrellus_sturdeei,5,3.89,414,5639.5,1.2,1
Pipistrellus_subflavus,5.74,4.89,197.555,5246.235,1.96,1
Planigale_gilesi,9.34,4.93,151.465,1590.015,5.23,2
Planigale_maculata,12,3.525,219.28,1827,7.64,2
Planigale_tenuirostris,6.27,2.515,145.27,1658,5.99,2
Plecotus_auritus,8.19,5.7,687.91,10220,1.22,1
Plecotus_austriacus,6.75,5.7,309.62,10598.335,1.275,1
Plecotus_kolombatovici,3.34,1.5,8.77,10598.335,1.92,3
Plecotus_teneriffae,8.19,5.7,309.62,10598.335,1.275,1
Podomys_floridanus,30.74,12.5,15.36,2666.723333,2.6,3.71
Poecilogale_albinucha,308.16,50,362.3525,1459.0875,2.23,1.5
Pongo_abelii,39696.12,11000,1848.01,18963.19,1.14,0.22
Pongo_pygmaeus,53408.29,11000,2502.8,18308.4,1.07,0.22
Potorous_gilbertii,1569.46,160.73,215.295,5113.666665,1,2
Potorous_longipes,1835.06,699.015,644.28,4782.261665,1,1.72
Potorous_tridactylus,1054.67,160.73,231.88,4893.29,1,2
Praomys_delectorum,35.99,10.5,49.2,1823.8,3.88,4
Praomys_jacksoni,39.01,10.5,42.0875,1823.8,3.67,4
Praomys_lukolelae,42.2,10.5,56.91532,1816.12716,3.5,4
Praomys_minor,95.195,10.5,49.2,1823.8,2.175,4
Praomys_misonnei,37.1,10.5,49.2,1823.8,3.5,4
Praomys_rostratus,38.86,10.5,56.91532,1816.12716,3.49,4
Praomys_tullbergi,37.1,10.5,90.33,1783.17,3.36,4
Praomys_verschureni,36.97,10.5,56.91532,1816.12716,3.5,4
Prionailurus_bengalensis,2780.97,620,538.4666667,5641.683333,2.5,1.64
Prionailurus_iriomotensis,4150,620,518.9338,5126.541665,2.5,1.64
Procavia_capensis,2952.48,500,2099.01,3212,2.5,1
Procyon_lotor,6373.72,1175,240.993312,7319.846688,3.06,1
Psammomys_obesus,102.15,40,272.38,871.44,3.49,3.44
Psammomys_vexillaris,177.33,40,72.91196,1068,3.5,3.44
Pseudocheirus_peregrinus,895.22,333.19,167.86,3321.5,1.89,1.5
Pseudochirulus_cinereus,977.48,280,484.1875,4835.8125,2,1
Pseudochirulus_herbertensis,1098.34,117.5,327.57,1735.26,1.89,1.05
Pseudomys_albocinereus,30.5,16.34,46.46166667,893.5766665,3.89,1
Pseudomys_australis,52.97,12.5,83.29583333,2774.304167,3,1
Pseudomys_calabyi,177.33,40,72.91196,1068,3.5,3.44
Pseudomys_oralis,95,12.5,119,2738.5,2.5,1
Pudu_puda,9642.62,2863.2,119.5375,7490.7125,1.22,1
Puma_concolor,53954.05,3500,575.08,8063.46,2.76,0.75
Pusa_caspica,62326.2,23945,2158.68,16060,1,0.5
Pusa_hispida,70963.6,14000,2203.474167,14541.29583,1,0.8
Pusa_sibirica,89499.99,66900,1694.406667,18679.48333,1,1
Rangifer_tarandus,109088.5,24900,591.482624,7228.647376,2,0.91
Rattus_andamanensis,197.97,39.69,76.55752,1430.355,10,4.28
Rattus_argentiventer,165.37,39.69,63.91252,1443,9.85,4.29
Rattus_blangorum,56.385,39.69,76.55752,1430.355,2.15,4.28
Rattus_burrus,142.68,39.69,76.55752,1430.355,5.88,4.28
Rattus_exulans,50.63,22.125,145.55,237.075,3.7,3.9
Rattus_fuscipes,124.58,21.28,111.49,1797.63,4.58,3.3
Rattus_lugens,107.5,39.69,76.55752,1430.355,5.95,4.28
Rattus_lutreolus,106,25,87,1494,4.45,2.4
Rattus_norvegicus,282.89,63.75,65.88,1295.75,8.99,3.5
Rattus_pococki,200,39.69,76.55752,1430.355,5.95,4.28
Rattus_rattus,142.68,39.69,115.14,1389.86,5.88,3.75
Rattus_satarae,200.89,105.19,81.92754,1430.355,3.45,4.28
Rattus_simalurensis,200,39.69,76.55752,1430.355,5.95,4.28
Rattus_stoicus,142.68,39.69,76.55752,1430.355,5.88,4.28
Rattus_tanezumi,140.84,39.69,76.55752,1430.355,5.95,4.28
Rattus_tiomanicus,119.29,39.69,76.55752,1430.355,3.87,4.28
Ratufa_macroura,1326.24,100,667.01,5419.09,3.49,1.5
Redunca_fulvorufula,29352.66,8635.5,312.08,5080.8,1,1.09
Rhabdomys_dilectus,197.97,8.43,40.17608,1588.32392,6,4
Rhabdomys_pumilio,40.73,8.43,76.62,1551.88,5.28,7
Rhinoceros_unicornis,1843655.8,885812,2279.4,15266.13,1.41,0.3
Rhinolophus_rouxii,12.25,11,675.64,1089.94,0.99,1
Rhinolophus_sinicus,21.23,11,391.69,1373.89,0.99,1
Rhinolophus_subbadius,10.255,11,391.69,1373.89,0.99,1
Rhogeessa_aeneus,9.195,5.7,309.62,10598.335,1.275,1
Rhynchocyon_chrysopygus,535.2,180,24.02083333,3976.979167,1.22,4.5
Rhynchomys_soricoides,45.865,8.43,40.17608,1588.32392,6,4
Romerolagus_diazi,465.58,96.345,163.8275,3153.33006,2.1,1
Rousettus_aegyptiacus,134,73.8,351.25,8668.75,1.07,2
Rousettus_leschenaultii,84.88,37,226.47,4873.88,1.01,2
Saccopteryx_bilineata,8.08,6.23,305.01,1825,0.99,1
Saguinus_geoffroyi,492.5,105,491.8375,6935,1.97,1.175
Saguinus_graellsi,2642.5,1000,1420.44808,15062.55192,1.05,0.6
Saguinus_martinsi,450,175,768.2728,6522.55,1.8,2.9
Saguinus_nigricollis,450,175,767.92,6522.55,1.82,2.9
Saguinus_oedipus,462.04,105,893.06,8620.09,1.9,1
Saiga_borealis,97842.2,14500,219.31314,4074.4303,1.575,1.05
Saiga_tatarica,37734.01,14500,194.85672,4101.50328,1.5,1
Saimiri_boliviensis,799.45,410.5,913.58878,9968.91122,1.02,1.07
Saimiri_sciureus,749.47,410.5,895.84,9949.75,1,1.33
Saimiri_vanzolinii,783.77,410.5,913.58878,9968.91122,1.02,1.07
Sarcophilus_harrisii,8202.25,850,487.23,4035.731665,2.88,1
Sciurus_aberti,624,354.995,286.5085,2192.408167,3.255,1.5
Sciurus_carolinensis,545.4,200,295.53,8395,2.98,2
Sciurus_flammifer,624,354.995,286.5085,2192.408167,3.255,1.5
Semnopithecus_ajax,9875,2100,1130,8315.916665,1,1.005
Semnopithecus_dussumieri,12679.29,2100,887.51376,9448.45596,1.02,0.7
Semnopithecus_entellus,12679.29,2100,933.8,9249.1,1.02,0.67
Semnopithecus_hector,12679.29,2100,887.51376,9448.45596,1.02,0.7
Semnopithecus_hypoleucos,10026.65,2100,887.51376,9448.45596,1.02,0.7
Semnopithecus_priam,12679.29,2100,887.51376,9448.45596,1.02,0.7
Semnopithecus_schistaceus,12679.29,2100,887.51376,9448.45596,1.02,0.7
Setonix_brachyurus,3027.67,499.995,102.38,4626.38,1,1.4
Sigmodon_alleni,174.09,19.8,30.095,1852.905,5.44,2
Sigmodon_arizonae,198,19.8,25,1858,5.44,2
Sigmodon_hirsutus,146,19.8,25,1858,3.63,2
Sigmodon_hispidus,110.65,19.8,49.71,1833,5.44,2
Sigmodon_mascotensis,120,19.8,25,1858,5.44,2
Sigmodon_ochrognathus,122,21.68,56,1856.60704,3,2
Sigmodon_peruanus,159.6,19.8,25,1858,5.44,2
Sigmodon_planifrons,172.3,19.8,25.5,1857.5,5.44,2
Sigmodon_toltecus,159.6,19.8,30.095,1852.905,5.44,2
Sigmodontomys_alfari,159.6,19.8,25,1858,5.44,2
Sminthopsis_crassicaudata,15.98,6.5,74,1681,6.52,2
Sminthopsis_dolichura,14.39,3.87,199.12,867.93,7.2,1.1
Sminthopsis_fuliginosus,17.5,3.04,295.28,948.72,8,2
Sminthopsis_leucopus,23.36,8.88,275.54,552.45,8.4,1
Sminthopsis_macroura,23.56,7,62.4,1659.141667,7,2
Sminthopsis_murina,17,3.04,111.445,547.925,8,2
Sminthopsis_ooldea,12.19,3.09,254.58,770.62,7.24,1.1
Sminthopsis_virginiae,35.24,19,140.51,1713.625,4.11,2.22
Sorex_antinorii,13.07,8.5,300.96956,441.256,5.58,2.5
Sorex_araneus,9.18,8.5,304.3325,842.2375,6.56,2
Sorex_asper,8.195,8.5,300.96956,842.03044,6.56,1.9
Sorex_camtschatica,10.4,3.5,219.4739,670.1991,4.99,1.9
Sorex_cansulus,5.1,3.5,219.4739,670.1991,6.5,1.9
Sorex_cinereus,4.2,3.5,133.82584,545.99916,6.49,2.18
Sorex_coronatus,9.32,8.5,293.56418,848.56522,4.94,2.75
Sorex_excelsus,7,8.5,300.96956,842.03044,6.56,1.9
Sorex_gaspensis,8.2,8.5,300.96956,842.03044,6.56,1.9
Sorex_gracillimus,4.4,4.73,303.11944,402.34744,4.58,1.5
Sorex_haydeni,3,3.5,218.10428,670.1991,7,1.5
Sorex_jacksoni,6.01,3.5,219.4739,670.1991,6.5,1.9
Sorex_leucogaster,7.09,3.5,292.91256,596.08744,6.355,1.5
Sorex_lyelli,4.36,3.5,292.91256,596.08744,6.355,1.5
Sorex_minutus,4.32,4.73,265.45,441.05,6.04,1.5
Sorex_monticolus,6.92,5.495,344.12,182.5,5.74,3
Sorex_neomexicanus,4.07,5.495,369.9908,369.1206665,5.71,2
Sorex_oreopolus,5.99,5.495,369.9908,369.1206665,5.71,2
Sorex_orizabae,7,5.495,395.7924,343.0566665,5.545,2
Sorex_pacificus,10.56,5.495,395.7924,343.0566665,4.19,2
Sorex_planiceps,5.785,5.495,395.7924,343.0566665,5.545,2
Sorex_portenkoi,4.2,4.73,303.11944,402.34744,5.905,1.5
Sorex_roboratus,12.99,8.5,300.96956,842.03044,7.52,1.9
Sorex_samniticus,8.24,8.5,300.96956,842.03044,6.56,1.9
Sorex_satunini,5.2,3.5,219.4739,670.1991,6.5,1.9
Sorex_saussurei,8.195,8.5,300.96956,842.03044,6.295,1.9
Sorex_sinalis,6.3,8.5,300.96956,2094,6.82,3
Sorex_sonomae,8.2,8.5,300.96956,842.03044,6.56,1.9
Sorex_stizodon,6.35,5.495,395.7924,343.0566665,4.745,2
Sorex_thibetanus,7,4.73,303.11944,402.34744,5.905,1.5
Sorex_ugyunak,4.2,4.73,303.11944,402.34744,5.905,1.5
Sorex_vagrans,5.99,5.495,395.7924,343.0566665,5.84,1.5
Sorex_ventralis,5.1,3.5,219.4739,670.1991,6.5,1.9
Sorex_volnuchini,7.5,4.73,303.11944,402.34744,5.905,1.5
Spermophilus_armatus,306.48,116.12,324.4075,1479.1625,5.4,1
Spermophilus_beecheyi,597.82,77.59,300.2333333,1472.166667,6.71,1
Spermophilus_beldingi,272.53,60,329.55,3660.95,5.71,1
Spermophilus_brevicauda,200,200,279.42866,1759.416667,4.82,1
Spermophilus_columbianus,470.94,103.595,504.0558333,966.9599935,3.54,1
Spermophilus_elegans,324.45,86.375,308.98468,1848.50032,5.75,1
Spermophilus_lateralis,175.1,79.78,594.935,1918.075,5.18,1
Spermophilus_madrensis,207.12,79.78,598,3159,4.34,0.97
Spermophilus_mollis,165.4,42.155,324.21,909.2263335,7.97,1
Spermophilus_musicus,217,200,279.42866,2277.5,6.78,1
Spermophilus_richardsonii,325.1,98.875,335.67,1825,7.59,1
Spermophilus_saturatus,275,85.36,321.5041667,1095,4.16,1
Spermophilus_spilosoma,106.64,45,317.36,967.0606665,6.94,2
Spermophilus_tereticaudus,147.57,75,290.3541667,2923.5,6.32,1
Spermophilus_townsendii,207.29,42.155,323.0208333,889.6399135,8.49,1
Spermophilus_tridecemlineatus,174.91,16,325.9358333,2529.52932,8.08,1
Spermophilus_variegatus,714.58,100,368.22,3162.173333,4.93,1.25
Spermophilus_washingtoni,215.09,32.995,334.5833333,1335.059667,7.88,1
Spermophilus_xanthoprymnus,228.5,76.27,278.70194,2131.29806,4.99,1.25
Sphiggurus_pruinosus,8009.73,1000,884.30596,7607.215,1,1
Spilogale_angustifrons,1396.16,160,252.165,4247.5,3.49,1.425
Spilogale_gracilis,612,160,252.165,4805.64,7.5,1.425
Spilogale_putorius,566.49,160,172.445,3604.375,5.07,1.5
Stenella_clymene,77818.345,39999.995,1355.01072,8919.53628,0.99,0.42
Stenella_coeruleoalba,142102.96,10369.94,2422.6875,18108.5625,1.75,0.31
Stenella_longirostris,50500,39999.995,1418.736667,8646.78022,0.97,0.33
Suncus_aequatorius,4.2,4.73,303.11944,402.34744,5.905,1.5
Suncus_etruscus,2.26,2.075,208.276,939.724,4,3.4
Suncus_fellowesgordoni,8,2.075,208.22612,954.9383335,2.99,3.4
Suncus_hosei,2.33,2.075,208.22612,954.9383335,3.955,3.4
Suncus_madagascariensis,2.47,2.075,208.22612,954.9383335,3.955,3.4
Suncus_malayanus,4.99,2.075,208.22612,954.9383335,3.955,3.4
Suncus_montanus,2.33,2.075,208.22612,954.9383335,3.955,3.4
Suncus_murinus,43.76,29.61,27.712672,1121.127328,3.1,9.8
Suncus_zeylanicus,45.87,29.61,16.92,1147.208333,3.05,9.8
Suricata_suricatta,729.99,225.5,309.32,7154,3.86,1
Sus_scrofa,84471.54,6469.99,214.12,9543,4.52,1.5
Sylvicapra_grimmia,15639.15,4955.54,547.5,5012.67,0.98,2
Sylvilagus_cognatus,2078.555,929.16,197.41084,3020.83872,2.755,3.14
Sylvilagus_floridanus,1207.19,118.5,100.793408,3453.426592,4.62,4.81
Sylvilagus_mansuetus,1207.19,118.5,99,3454,5,3.9
Sylvilagus_robustus,707.67,118.5,136.58818,3454,3.495,3.875
Sylvilagus_transitionalis,813.51,118.5,104.579728,3273.970272,4.41,2.5
Sylvisorex_camerunensis,45.87,29.61,16.92,1147.208333,3.05,9.8
Syncerus_caffer,592665.98,166000,1140.63,9417,1.08,1
Tachyglossus_aculeatus,4499.97,510.415,2629.47,15450.45,1,0.5
Tadarida_brasiliensis,12.61,11.52,282.39,5138.37,1.11,1
Talpa_caucasica,90.015,47.845,290.89188,2228.84062,3.99,1.075
Talpa_europaea,87.53,47.845,332.51,2190,3.89,1
Talpa_levantis,90.015,47.845,290.89188,2228.84062,3.99,1.075
Talpa_occidentalis,49.47,47.845,300.2125,2219.52,3.99,1.075
Talpa_romana,92.5,47.845,290.89188,2228.84062,3.99,1.075
Talpa_stankovici,71.12,47.845,290.89188,2228.84062,3.99,1.075
Tamias_amoenus,50.63,19,323.01,1520.833333,4.99,1
Tamias_ochrogenys,91.69,34.99,303.37564,3387.91684,3.5,1
Tamias_senex,89.35,34.99,303.37564,3387.91684,4.37,1
Tamias_siskiyou,75,34.99,303.37564,3387.91684,5,1
Tamias_striatus,95.7,45.025,116.572944,3315.316,4.22,1.53
Tamias_townsendii,79.12,34.99,311.915616,3040.824384,3.75,1
Tamiasciurus_hudsonicus,200.24,83.8,274.889632,4037.890368,3.93,1.75
Taphozous_achates,25.99,20,91.32,7147.8,1,1
Taphozous_australis,25.99,20,91.32,7147.8,1,1
Taphozous_georgianus,30.52,15.3,329.54,1460,1,1
Taphozous_melanopogon,25.99,20,683.33,7147.8,0.99,1
Taphozous_troughtoni,39.15,15.3,236.27,1546.73,1,1
Tapirus_bairdii,293781.59,171864.36,347.54,10093.53,1,0.71
Tapirus_terrestris,169496.64,86260,422.0933333,13754.41667,1,0.8
Tarsipes_rostratus,9.66,3.005,92.76,547.5,2.93,3
Taterillus_pygargus,60.19,11,70.33,2914.17076,4.47,5
Taurotragus_derbianus,646024.25,96495.55,731.125,6302.333333,1,1.14
Taurotragus_oryx,562592.69,96495.55,829.44,8568.38,1,1.14
Taxidea_taxus,7842.15,3000,181.5725,9266.4375,2.76,0.74
Tenrec_ecaudatus,887.59,225,170.794944,2982.835056,16.89,1
Theropithecus_gelada,15964.11,3900,1010.67,11634.38,1.01,0.5
Thomomys_bulbivorus,359.9,85.995,253.20784,1895.9794,4.99,1
Thomomys_clusius,266.415,68.8,257.37284,1405.0528,2.17,3.5
Thryonomys_swinderianus,3750.85,433.7,431.08,1514.75,3.88,2
Thylacinus_cynocephalus,16.35,3.04,111.445,547.925,8,2
Thylamys_cinderella,510,78.955,136.895,1392.376667,4.675,2.5
Thylogale_billardierii,5865.86,1378.225,151.87,3208.96,1,1
Thylogale_brunii,4796,2024.4,23.92,5167.58,1,1
Thylogale_thetis,5399.95,800,381.395,2693.905,1,1.56
Trachypithecus_barbei,12679.29,2100,887.51376,9448.45596,1.02,0.7
Trachypithecus_vetulus,7205.08,1100,1214.22,8066.5,1.01,0.37
Trichechus_inunguis,418001.19,67500,578.82,13505,1,0.5
Trichosurus_arnhemensis,1540.74,572.635,178.135,5438.25,1.01,1.8
Trichosurus_caninus,3115.06,757.06,761.8,5201.25,1.02,1
Trichosurus_johnstonii,2005,707.635,170.16,2243.041667,1.01,1.5
Trichosurus_vulpecula,2685.39,707.635,355.91,5256,1.02,1.5
Tupaia_belangeri,200,100,86.45994,4409.818335,2,7.5
Tupaia_chrysogaster,202.25,100,107.22442,1221.165513,1.425,2.035
Tupaia_glis,132.43,100,169.48,4328.333333,2.22,2.5
Tupaia_longipes,168.05,100,70.57994,4425.698335,1.5,2.5
Tupaia_moellendorffi,159,100,70.57994,4425.698335,2.22,2.5
Tylomys_nudicaudus,181.65,40,69.5225,1881.270833,2.47,5.53
Tylomys_tumbalensis,280,40,69.5834,1881.209933,2.4,5.765
Typhlomys_cinereus,2774.625,1300,988,6281.208335,1,3.6
Uncia_uncia,32500,7500,814.4258333,6822.154167,2.12,1
Urocyon_cinereoargenteus,3833.71,519.685,255.585,5593.625,3.71,0.98
Ursus_americanus,110500,14050,1629.63,10612.38,2.39,0.38
Ursus_arctos,196287.5,26000,1277.5,16790,2.24,0.36
Ursus_maritimus,371703.81,17750,1619.83,14600,1.66,0.36
Vandeleuria_nilagirica,634.71,285.24,143.38306,2090.958333,1.76,1
Varecia_rubra,3872.6,2893,540.90994,12554.15667,2.2,1
Varecia_variegata,3849.99,2893,610.07,12804.2,2.16,1
Viverra_civettina,12061.27,1514,245,9855,2.31,2.2
Vombatus_ursinus,26000,5700,343.85,10216.55,1,0.5
Vulpes_pallida,2800.01,1517,258.26712,7655.980225,4,1
Vulpes_vulpes,4820.36,1397,246.353168,7477.436832,4.59,0.91
Zalophus_californianus,137194.86,25000,1749.323333,10962.16667,1.41,1
Zalophus_japonicus,158597.43,25000,1328.625,11386.875,1.1,0.89
Zalophus_wollebaeki,158597.43,25000,1328.625,11386.875,1.1,0.89
Zapus_hudsonius,18.43,7.8,35.83,1983.17,5.36,2
Zygodontomys_brevicauda,52.22,21.995,25.3,108.8244135,4.23,5.5
Zygodontomys_brunneus,75.59,21.995,26.70428,108.8244135,4.275,5.5
Zyzomys_argurus,40.42,14,119.75994,1362.731667,2.76,1.42